date,symbol,open,high,low,close,volume,log_ret_close,log_ret_vol,volatility,rsi,macd,target_log_ret_close_next_1d
2021-09-11,ETHUSDT,3208.85,3348.37,3200.0,3267.21,413524.1761,0.01802067583050709,-0.42579593585237174,0.661830124770495,46.744916486233116,-73.18040886605468,0.04107649122685121
2021-09-12,ETHUSDT,3267.1,3474.16,3231.1,3404.21,408858.9595,0.04107649122685121,-0.011345725471000198,0.6471071075109563,50.98841501493691,-69.29016471139187,-0.03553970977302178
2021-09-13,ETHUSDT,3404.3,3430.3,3108.49,3285.35,647855.7199,-0.03553970977302178,0.46029776281304324,1.0154752063031582,47.45537741255991,-72.22171676342268,0.044360311577683144
2021-09-14,ETHUSDT,3285.09,3437.05,3269.95,3434.37,373634.9026,0.044360311577683144,-0.5503888927178158,0.5545934576061444,51.95066655706201,-62.01527802999634,0.05085716590548916
2021-09-15,ETHUSDT,3434.37,3616.16,3357.78,3613.55,428507.5278,0.05085716590548916,0.13702918131019223,0.7718739072257502,56.74268588761469,-42.04315347739721,-0.012691059324419891
2021-09-16,ETHUSDT,3613.55,3676.28,3481.14,3567.98,467985.4919,-0.012691059324419891,0.08812898954529996,0.9269762852951727,55.233955900041146,-31.244253109322173,-0.048280061613189144
2021-09-17,ETHUSDT,3567.97,3594.17,3350.07,3399.81,398888.3705,-0.048280061613189144,-0.15975569066036693,0.8277181334427142,49.95514575311185,-34.51388175800071,0.010483677933386986
2021-09-18,ETHUSDT,3399.89,3541.96,3368.88,3435.64,315162.7627,0.010483677933386986,-0.23559239220041492,0.702758850326228,51.02901571484147,-33.33252496834194,-0.031645421956531194
2021-09-19,ETHUSDT,3435.64,3456.53,3277.74,3328.62,312948.0013,-0.031645421956531194,-0.007052165655591005,0.7203921610144787,47.73424536714711,-38.4636871203375,-0.1115476716565549
2021-09-20,ETHUSDT,3328.57,3347.82,2913.39,2977.28,917939.57849,-0.1115476716565549,1.0760945231089225,2.18187253938041,38.8628832165046,-62.78669495287799,-0.07364405272892738
2021-09-21,ETHUSDT,2977.32,3105.83,2652.0,2765.9,971519.88941,-0.07364405272892738,0.05673017167921109,2.115240521369965,34.68614494344291,-88.78870378154028,0.10656301735282846
2021-09-22,ETHUSDT,2766.72,3088.88,2737.54,3076.92,677457.64825,0.10656301735282846,-0.36051470250342244,1.24370933800052,44.190440738275846,-80.93929464346215,0.02426669220503795
2021-09-23,ETHUSDT,3076.92,3174.5,3033.85,3152.5,459293.8858,0.02426669220503795,-0.3886567597451675,0.7915152567382481,46.237803880699865,-67.12470527673202,-0.07369519820941212
2021-09-24,ETHUSDT,3152.41,3158.52,2733.0,2928.53,932090.8856,-0.07369519820941212,0.7077400474227148,1.6097453572724447,41.39195493576338,-69.2590305248813,-0.002324684052454036
2021-09-25,ETHUSDT,2928.22,2967.52,2801.57,2921.73,491974.0226,-0.002324684052454036,-0.6390044111644761,0.7508740315889687,41.25060139091087,-67.2608042239931,0.04603310581959574
2021-09-26,ETHUSDT,2921.84,3115.51,2738.17,3059.37,703594.478,0.04603310581959574,0.3577762491185313,1.0339974432360253,45.32095483519102,-53.40600065748914,-0.0447128426697441
2021-09-27,ETHUSDT,3059.36,3164.94,2922.71,2925.59,510130.7319,-0.0447128426697441,-0.32153513469493133,0.6928608704461023,42.25649864631896,-50.04568309287206,-0.042124716846513546
2021-09-28,ETHUSDT,2924.76,2970.82,2789.0,2804.91,511325.4643,-0.042124716846513546,0.002339273968404448,0.7541575722854016,39.65186426036543,-52.489183810675314,0.01610542365492962
2021-09-29,ETHUSDT,2805.15,2950.0,2782.0,2850.45,411305.0893,0.01610542365492962,-0.21767105504387624,0.671774356710527,41.12660192563807,-47.71490749678799,0.05133872477868343
2021-09-30,ETHUSDT,2850.45,3048.42,2837.19,3000.61,506896.7612,0.05133872477868343,0.20897210717897613,0.8827187298112025,45.827448945690186,-31.88158790998358,0.09810539735495885
2021-10-01,ETHUSDT,3000.62,3330.0,2969.07,3309.91,648714.6151,0.09810539735495885,0.24668553376213656,1.1164612501026907,53.97873143678139,0.28192458272556564,0.023247937341022602
2021-10-02,ETHUSDT,3309.91,3469.0,3257.0,3387.76,422551.1811,0.023247937341022602,-0.4286823116353518,0.7816871723829741,55.78219438083027,26.223580294144753,0.008807651981751716
2021-10-03,ETHUSDT,3387.77,3488.0,3342.51,3417.73,360586.8905,0.008807651981751716,-0.15857762273701795,0.6795250461676084,56.48909692417359,43.79023366593519,-0.00923575503416948
2021-10-04,ETHUSDT,3417.73,3437.19,3270.0,3386.31,485204.642,-0.00923575503416948,0.29683778879118206,1.0073918674952187,55.48757100561833,51.169151642592844,0.03737550299278515
2021-10-05,ETHUSDT,3386.31,3545.0,3363.78,3515.27,393900.8818,0.03737550299278515,-0.20847143559931497,0.8239164600110913,58.72235993367914,61.894231445421426,0.016818070473447688
2021-10-06,ETHUSDT,3515.48,3632.11,3342.0,3574.89,618265.5402,0.016818070473447688,0.4508187332585183,1.340242880391552,60.163696219460434,69.58820796685235,0.003512812239617455
2021-10-07,ETHUSDT,3574.88,3653.98,3470.8,3587.47,486102.3591,0.003512812239617455,-0.24049882471584505,0.9902785719871247,60.47729221231384,71.81842820259818,-0.006807846616126461
2021-10-08,ETHUSDT,3587.47,3695.0,3532.0,3563.13,403597.1437,-0.006807846616126461,-0.18600200575835635,0.8272065141285855,59.501308429940806,67.9873231456073,0.0032754531627249253
2021-10-09,ETHUSDT,3563.13,3635.0,3538.07,3574.82,361906.7514,0.0032754531627249253,-0.10903062557255673,0.7991105787531312,59.83655155333524,62.70232324568286,-0.04596576239303148
2021-10-10,ETHUSDT,3574.83,3604.0,3405.0,3414.22,580223.6302,-0.04596576239303148,0.4720270127127015,1.3061526113647928,53.30786406251089,45.645042075435185,0.03677635511606598
